about,accommodation,address,biodynamic,booking_required,cellar_tours,city,conference_facilities,contact,cover_image_url,created_at,currently_producing,cycling,data_source,district,email,estate_size_ha,events_venue,facebook,family_friendly,famous_for,founded_year,google_maps_url,google_rating,google_reviews,hiking,history,id,instagram,is_verified,last_verified,latitude,legal_name,linkedin,live_music,logo_url,longitude,market,name,notes,opening_hours,organic,owner,owner_user_id,pet_friendly,phone,picnic,postcode,price_range,province,rating,region,restaurant,running,slug,subscription_tier,sustainable,tasting_room,tasting_room_hours,tripadvisor,updated_at,vineyard_size_ha,ward,website_url,wedding_venue,wheelchair_access,wine_route,wine_route_id,winemaker,wo_appellation_id,youtube
Lutzville Vineyards is a West Coast co-operative situated near the mouth of the Olifants River. The maritime influence is strong here — the cooling Atlantic breezes give their Chenin Blanc a distinctive citrus and apple freshness that differentiates it from warmer inland regions.,False,,False,False,False,,False,,,2026-08-02T12:36:36.3209+00:00,True,False,hemelval-research,,,,False,,False,Chenin Blanc; value wines,,,,,False,,7959ea54-d1b1-409f-925b-cde3a149db89,,True,,,,,False,,,False,Lutzville Vineyards,,,False,,,False,,False,,,Western Cape,,,False,False,olifants-lutzville,,False,False,,,2026-08-02T12:49:46.545762+00:00,,,,False,False,,,,,
Meerendal is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:35.801884+00:00,True,False,hemelval-research,,,,False,,False,MCC; Pinotage; Heritage Block,1702,,,,False,,b79387ae-bf3c-4131-9f5c-3d9359cefa87,,True,,,,,False,,,False,Meerendal,,,False,,,False,,False,,,Western Cape,,,False,False,meerendal,,False,False,,,2026-08-02T12:49:15.813474+00:00,,,https://www.meerendal.co.za/,False,False,,,,,
Meerlust is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Rubicon Bordeaux blend,1693,,,,False,,4bb82c63-934c-4166-b6ca-a059576eaed3,,True,,,,,False,,,False,Meerlust,,,False,,,False,,False,,,Western Cape,,,False,False,meerlust,,False,False,,,2026-08-02T12:49:07.112832+00:00,,,https://www.meerlust.co.za/,False,False,,,,,
Mont Rochelle is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:27.549054+00:00,True,False,hemelval-research,,,,False,,False,Chardonnay; Syrah,,,,,False,,4ee51716-efee-4e8f-83fb-e789b0e2a671,,True,,,,,False,,,False,Mont Rochelle,,,False,,,False,,False,,,Western Cape,,,False,False,mont-rochelle,,False,False,,,2026-08-02T12:49:30.890593+00:00,,,https://www.montrochelle.co.za/,False,False,,,,,
"Montagu Cellars is a Route 62 estate in the Klein Karoo, producing Muscadel — a sweet, grapey, floral wine that has been a Klein Karoo tradition for generations. Best served chilled as an aperitif or with dessert, Montagu's Muscadel represents a uniquely South African style.",False,,False,False,False,,False,,,2026-08-02T12:36:39.965381+00:00,True,False,hemelval-research,,,,False,,False,Value wines; Muscadel,,,,,False,,3ff53eb1-3bae-4487-96c3-af0b7e2311d4,,True,,,,,False,,,False,Montagu Cellars,,,False,,,False,,False,,,Western Cape,,,False,False,montagu-cellars,,False,False,,,2026-08-02T12:49:50.544957+00:00,,,,False,False,,,,,
Mullineux is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Syrah; old-vine Chenin,2007,,,,False,,675822bd-f209-48d0-84d4-7e78c02c40b2,,True,,,,,False,,,False,Mullineux,,,False,,,False,,False,,,Western Cape,,,False,False,mullineux,,False,False,,,2026-08-02T12:49:06.180104+00:00,,,https://mullineuxwines.com/,False,False,,,,,
Muratie is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:24:59.849203+00:00,True,False,hemelval-research,,,,False,,False,Traditional reds; old-vine Chenin,1685,,,,False,,9424c88c-6b13-4f8a-9dd7-4cca69d2ab90,,True,,,,,False,,,False,Muratie,,,False,,,False,,False,,,Western Cape,,,False,False,muratie,,False,False,,,2026-08-02T12:49:20.318696+00:00,,,https://www.muratie.co.za/,False,False,,,,,
"Musica de Sol is a small Breedekloof producer crafting fresh, fruity Chenin Blanc from valley vineyards. The name evokes the region's warm, musical atmosphere — this is wine for sunny afternoons and good company.",False,,False,False,False,,False,,,2026-08-02T12:36:34.773375+00:00,True,False,hemelval-research,,,,False,,False,Chenin Blanc,,,,,False,,a5bdeabb-1788-4c65-92e3-bff6c967ce01,,True,,,,,False,,,False,Musica de Sol,,,False,,,False,,False,,,Western Cape,,,False,False,breedekloof-musicas,,False,False,,,2026-08-02T12:49:44.999237+00:00,,,,False,False,,,,,
"Namaqua Wines is one of SA's largest co-operatives, based in Vredendal on the West Coast. The estate draws fruit from vineyards stretching along the Olifants River, where the cooling Atlantic influence gives even everyday wines a freshness uncommon at these latitudes. Their value Chenin Blanc is one of the most widely available wines in SA.",False,,False,False,False,,False,,,2026-08-02T12:36:36.009572+00:00,True,False,hemelval-research,,,,False,,False,Value wines,,,,,False,,0980cc0f-1c81-41e0-b82a-2935b478aa52,,True,,,,,False,,,False,Namaqua Wines,,,False,,,False,,False,,,Western Cape,,,False,False,olifants-namaqua,,False,False,,,2026-08-02T12:49:46.22456+00:00,,,https://www.namaquawines.co.za/,False,False,,,,,
Nederburg is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon; Pinotage,1937,,,,False,,e0d1bbf5-7a16-4bc4-9e71-2c705f968e1b,,True,,,,,False,,,False,Nederburg,,,False,,,False,,False,,,Western Cape,,,False,False,nederburg,,False,False,,,2026-08-02T12:49:08.97691+00:00,,,https://www.nederburg.com/,False,False,,,,,
Neethlingshof is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:25:00.441172+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon; Pinotage,1692,,,,False,,37957ed0-0dfe-483d-bfaf-0bdbc52c2a4d,,True,,,,,False,,,False,Neethlingshof,,,False,,,False,,False,,,Western Cape,,,False,False,neethlingshof,,False,False,,,2026-08-02T12:49:20.931422+00:00,,,https://www.neethlingshof.co.za/,False,False,,,,,
Newton Johnson Family Vineyards is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:37.900905+00:00,True,False,hemelval-research,,,,False,,False,Pinot Noir; Chardonnay; Syrah,,,,,False,,e0754c63-f82b-4b9b-84b7-5628ea296ad1,,True,,,,,False,,,False,Newton Johnson Family Vineyards,,,False,,,False,,False,,,Western Cape,,,False,False,newton-johnson,,False,False,,,2026-08-02T12:49:17.945357+00:00,,,https://www.newtonjohnson.com,False,False,,,,,
Nitida is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:35.18993+00:00,True,False,hemelval-research,,,,False,,False,Sauvignon Blanc; Titan Semillon,,,,,False,,77ba2ea4-6411-4a7a-bf53-93ee69e800d7,,True,,,,,False,,,False,Nitida,,,False,,,False,,False,,,Western Cape,,,False,False,nitida,,False,False,,,2026-08-02T12:49:15.204908+00:00,,,https://www.nitida.co.za/,False,False,,,,,
"Nuy Winery is a co-operative at the foot of the Langeberg mountains in the Worcester district — SA's largest wine-producing region by volume. The estate's Chenin Blanc is fresh, fruity, and represents extraordinary value, benefiting from the warm Worcester climate and fertile alluvial soils.",False,,False,False,False,,False,,,2026-08-02T12:36:35.08372+00:00,True,False,hemelval-research,,,,False,,False,Chenin Blanc; value reds,,,,,False,,249bbc95-ecc8-4482-909a-f158e545dadd,,True,,,,,False,,,False,Nuy Winery,,,False,,,False,,False,,,Western Cape,,,False,False,worcester-nuy,,False,False,,,2026-08-02T12:49:45.296446+00:00,,,https://www.nuy.co.za/,False,False,,,,,
Oak Valley is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:38.80431+00:00,True,False,hemelval-research,,,,False,,False,Pinot Noir; Chardonnay; Sauvignon Blanc,1898,,,,False,,ce235bfd-a954-476c-af44-bda35c9c0aee,,True,,,,,False,,,False,Oak Valley,,,False,,,False,,False,,,Western Cape,,,False,False,oak-valley,,False,False,,,2026-08-02T12:49:18.833667+00:00,,,https://www.oakvalley.co.za/,False,False,,,,,
Overgaauw is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:25:00.733943+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon; Tria Corda,1905,,,,False,,a1416b00-f628-42f8-a962-3cff7f9bfaa5,,True,,,,,False,,,False,Overgaauw,,,False,,,False,,False,,,Western Cape,,,False,False,overgaauw,,False,False,,,2026-08-02T12:49:21.235505+00:00,,,https://www.overgaauw.co.za/,False,False,,,,,
"Overhex Wines is a Worcester estate with significant international distribution, exporting to over 30 countries. Their Sur Lie Chenin Blanc has a textured, leesy quality that sets it apart from typical Worcester whites — the extended lees contact adds complexity and a creamy mouthfeel.",False,,False,False,False,,False,,,2026-08-02T12:36:35.699156+00:00,True,False,hemelval-research,,,,False,,False,Sur Lie; Chenin Blanc,,,,,False,,6dba7df3-ba10-45e5-9ffe-5931e60c0a7f,,True,,,,,False,,,False,Overhex,,,False,,,False,,False,,,Western Cape,,,False,False,worcester-overhex,,False,False,,,2026-08-02T12:49:45.912759+00:00,,,https://www.overhex.com/,False,False,,,,,
Paul Cluver Wines is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Pinot Noir; Riesling,1898,,,,False,,36499341-2014-46e6-b8f5-0f4a519f9f02,,True,,,,,False,,,False,Paul Cluver Wines,,,False,,,False,,False,,,Western Cape,,,False,False,paul-cluver,,False,False,,,2026-08-02T12:49:11.520835+00:00,,,https://www.paulcluver.com/,False,False,,,,,
Perdeberg Cellar is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:30.03345+00:00,True,False,hemelval-research,,,,False,,False,Value wines; Chenin Blanc,1941,,,,False,,c29ba49b-59ff-4b16-862e-6ec4c6f944f5,,True,,,,,False,,,False,Perdeberg Cellar,,,False,,,False,,False,,,Western Cape,,,False,False,perdeberg,,False,False,,,2026-08-02T12:49:32.426899+00:00,,,https://www.perdeberg.co.za/,False,False,,,,,
"Peter Falke Wines is a German family estate on the banks of the Eerste River in Stellenbosch. The family's European precision is evident in every aspect — from the meticulous vineyard management to the striking tasting room overlooking the river. Their Cabernet Sauvignon and Sauvignon Blanc are elegant and restrained, reflecting old-world values in a Cape setting.",False,,False,False,False,,False,,,2026-08-02T12:36:30.569107+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon; Shiraz,,,,,False,,cf90da69-6a68-43ff-8d5d-cb15212daf87,,True,,,,,False,,,False,Peter Falke,,,False,,,False,,False,,,Western Cape,,,False,False,peter-falke,,False,False,,,2026-08-02T12:49:40.708814+00:00,,,https://www.peterfalke.co.za/,False,False,,,,,
"Piekenierskloof is a high-altitude ward on the Citrusdal Mountain, where old-vine Chenin Blanc and Grenache thrive on decomposed granite soils at 500m+. The altitude gives the wines an unusual intensity and mineral edge, and several top Swartland producers (including Eben Sadie) source fruit from these heritage vineyards.",False,,False,False,False,,False,,,2026-08-02T12:36:36.627738+00:00,True,False,hemelval-research,,,,False,,False,Chenin Blanc; Grenache,,,,,False,,eb964541-08c4-4671-8b62-482b74baa63e,,True,,,,,False,,,False,Piekenierskloof,,,False,,,False,,False,,,Western Cape,,,False,False,olifants-piekenierskloof,,False,False,,,2026-08-02T12:49:46.854118+00:00,,,,False,False,,,,,
"A boutique producer specialising in Pinotage and Rosé. Pink Valley's approach is playful and accessible — their Pinotage is ripe, generous, and unpretentious, making it a popular introduction to SA's signature red variety.",False,,False,False,False,,False,,,2026-08-02T12:36:30.876903+00:00,True,False,hemelval-research,,,,False,,False,Pinotage; Rosé,,,,,False,,e2c7197f-7c77-432a-bf83-c9740bd9358a,,True,,,,,False,,,False,Pink Valley,,,False,,,False,,False,,,Western Cape,,,False,False,pink-valley,,False,False,,,2026-08-02T12:49:41.031452+00:00,,,,False,False,,,,,
Porseleinberg is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:29:02.291002+00:00,True,False,hemelval-research,,,,False,,False,Porseleinberg Syrah,,,,,False,,d5b932b7-0dba-4939-b4b5-1c7cfcc78198,,True,,,,,False,,,False,Porseleinberg,,,False,,,False,,False,,,Western Cape,,,False,False,porseleinberg,,False,False,,,2026-08-02T12:49:32.72812+00:00,,,,False,False,,,,,
"A small organic producer working with minimal-intervention winemaking. Their Chenin Blanc is naturally fermented, unfined, and unfiltered — a living wine that expresses the character of its old-vine fruit without winemaking manipulation.",False,,False,False,False,,False,,,2026-08-02T12:36:31.172692+00:00,True,False,hemelval-research,,,,False,,False,Chenin Blanc,,,,,False,,107ca532-b122-42ba-aacc-dbe02f8328a5,,True,,,,,False,,,False,Precious Hidden Valley,,,False,,,False,,False,,,Western Cape,,,False,False,precious-hidden-valley,,False,False,,,2026-08-02T12:49:41.331482+00:00,,,,False,False,,,,,
Raats Family is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:22.969257+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Franc; MR de Compostella,,,,,False,,4192bd01-81ae-49bb-b076-f11004490534,,True,,,,,False,,,False,Raats Family,,,False,,,False,,False,,,Western Cape,,,False,False,raats,,False,False,,,2026-08-02T12:49:25.682671+00:00,,,https://www.raatswines.co.za/,False,False,,,,,
Rall Wines is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:29:02.600163+00:00,True,False,hemelval-research,,,,False,,False,Chenin Blanc; Syrah,,,,,False,,9fb7c809-849f-40ec-be61-937ad1c78941,,True,,,,,False,,,False,Rall Wines,,,False,,,False,,False,,,Western Cape,,,False,False,rall,,False,False,,,2026-08-02T12:49:33.027701+00:00,,,,False,False,,,,,
Remhoogte is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:24.506475+00:00,True,False,hemelval-research,,,,False,,False,Bush vine Chenin; Pinotage,,,,,False,,145e69e3-93d9-449a-b22d-425209fdf7b5,,True,,,,,False,,,False,Remhoogte,,,False,,,False,,False,,,Western Cape,,,False,False,remhoogte,,False,False,,,2026-08-02T12:49:27.200197+00:00,,,https://www.remhoogte.co.za/,False,False,,,,,
"A historic family estate producing traditional Stellenbosch Cabernet Sauvignon. Remsberg's vineyards have been in the family for generations, and their winemaking philosophy is firmly old-school: structured, age-worthy reds that reward patience.",False,,False,False,False,,False,,,2026-08-02T12:36:31.469951+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon,,,,,False,,a4da9fef-a52f-47c9-8b8d-f6b9bc8f826b,,True,,,,,False,,,False,Remsberg,,,False,,,False,,False,,,Western Cape,,,False,False,remsberg,,False,False,,,2026-08-02T12:49:41.63088+00:00,,,,False,False,,,,,
Reyneke is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:24.827776+00:00,True,False,hemelval-research,,,,False,,False,Biodynamic wines; Cabernet Sauvignon,,,,,False,,fdd4f091-b650-4a7e-b24b-c665b5a86d97,,True,,,,,False,,,False,Reyneke,,,False,,,False,,False,,,Western Cape,,,False,False,reymeke,,False,False,,,2026-08-02T12:49:27.560879+00:00,,,https://www.reyneke.co.za/,False,False,,,,,
Robertson Winery is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:36.405835+00:00,True,False,hemelval-research,,,,False,,False,Value wines; Chenin Blanc; Sweet Rosé,1941,,,,False,,78ae3219-4665-4ba8-a504-436eb7c3c389,,True,,,,,False,,,False,Robertson Winery,,,False,,,False,,False,,,Western Cape,,,False,False,robertson-winery,,False,False,,,2026-08-02T12:49:16.42641+00:00,,,https://www.robertsonwinery.co.za/,False,False,,,,,
"Ruitersbosch is a small Tulbagh producer crafting fresh, honest Chenin Blanc from valley vineyards. The estate represents the growing community of boutique producers in the Tulbagh basin, a region that is rapidly gaining recognition for its diverse terroir and quality potential.",False,,False,False,False,,False,,,2026-08-02T12:36:37.543578+00:00,True,False,hemelval-research,,,,False,,False,Chenin Blanc,,,,,False,,9124a889-5f5e-4ce2-9bf2-d78cb510bd1a,,True,,,,,False,,,False,Ruitersbosch,,,False,,,False,,False,,,Western Cape,,,False,False,tulbagh-ruiterbosch,,False,False,,,2026-08-02T12:49:47.769502+00:00,,,,False,False,,,,,
Rustenberg is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Chardonnay; Peter Barlow Cabernet,1682,,,,False,,e58dacf4-fea9-446b-a25e-b341787e8de1,,True,,,,,False,,,False,Rustenberg,,,False,,,False,,False,,,Western Cape,,,False,False,rustenberg,,False,False,,,2026-08-02T12:49:07.412504+00:00,,,https://www.rustenberg.co.za/,False,False,,,,,
Sadie Family Wines is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:10:41.898427+00:00,True,False,hemelval-research,,,,False,,False,Columella; Skurfberg Chenin,1999,,,,False,,363134e8-5889-441f-9d09-4dec88a21fc8,,True,,,,,False,,,False,Sadie Family Wines,,,False,,,False,,False,,,Western Cape,,,False,False,sadie-family,,False,False,,,2026-08-02T12:49:04.627049+00:00,,,https://www.sadiefamilywines.com/,False,False,,,,,
"Saronsberg is a premium estate in the Tulbagh valley, established in 2002 on land that has been farmed since the 18th century. The estate's Shiraz is pepper-driven, dark, and structured — among the best wines from this emerging region, benefiting from the valley's diverse soils and dramatic diurnal temperature shifts.",False,,False,False,False,,False,,,2026-08-02T12:36:37.23542+00:00,True,False,hemelval-research,,,,False,,False,Shiraz; Cabernet Sauvignon,,,,,False,,eee31040-f22c-4c02-b1a3-6d2d7ed7b839,,True,,,,,False,,,False,Saronsberg,,,False,,,False,,False,,,Western Cape,,,False,False,tulbagh-saron,,False,False,,,2026-08-02T12:49:47.473237+00:00,,,https://www.saronsberg.com/,False,False,,,,,
Simonsig is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Cap Classique; Pinotage,1688,,,,False,,3e1453fc-dde5-4b3d-9456-03f4a10c0b21,,True,,,,,False,,,False,Simonsig,,,False,,,False,,False,,,Western Cape,,,False,False,simonsig,,False,False,,,2026-08-02T12:49:08.050045+00:00,,,https://www.simonsig.co.za/,False,False,,,,,
"Skilpadvlei ('Tortoise Marsh') is a family estate in Stellenbosch producing broad-range value wines. Named for the tortoises that still roam the property, the estate is known for approachable Pinotage and Chenin Blanc at one of the best price-to-quality ratios in the Cape.",False,,False,False,False,,False,,,2026-08-02T12:36:31.772786+00:00,True,False,hemelval-research,,,,False,,False,Pinotage; Chenin Blanc,,,,,False,,c5e4d436-2e1d-466f-a2db-0de823bc7034,,True,,,,,False,,,False,Skilpadvlei,,,False,,,False,,False,,,Western Cape,,,False,False,skilpadvlei,,False,False,,,2026-08-02T12:49:41.934531+00:00,,,https://www.skilpadvlei.co.za/,False,False,,,,,
"Slanghoek Wine Cellar is a family-run co-op in the Slanghoek Valley, one of the most scenic parts of the Breedekloof. The valley's amphitheatre of mountains creates a unique microclimate that gives their Chenin Blanc and Colombard a crisp, aromatic character.",False,,False,False,False,,False,,,2026-08-02T12:36:34.480889+00:00,True,False,hemelval-research,,,,False,,False,Chenin Blanc; Colombard,,,,,False,,8f654896-babe-469c-9bcb-b236ddc54c8f,,True,,,,,False,,,False,Slanghoek,,,False,,,False,,False,,,Western Cape,,,False,False,breedekloof-slanghoek,,False,False,,,2026-08-02T12:49:44.692993+00:00,,,,False,False,,,,,
South Hill is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:29:03.196182+00:00,True,False,hemelval-research,,,,False,,False,Pinot Noir; Sauvignon Blanc,,,,,False,,625b1199-83a0-4ad0-8540-f689175a4016,,True,,,,,False,,,False,South Hill,,,False,,,False,,False,,,Western Cape,,,False,False,south-hill,,False,False,,,2026-08-02T12:49:27.999678+00:00,,,https://www.southhillwines.co.za/,False,False,,,,,
Spier is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Wide range; farm dining,1692,,,,False,,528808d5-02df-44e1-bbc7-2b0be1943d05,,True,,,,,False,,,False,Spier,,,False,,,False,,False,,,Western Cape,,,False,False,spier,,False,False,,,2026-08-02T12:49:12.122443+00:00,,,https://www.spier.co.za/,False,False,,,,,
Springfield Estate is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Life from Stone Sauvignon,1987,,,,False,,60be1ccc-4035-4b37-99d3-b2d18c6549e6,,True,,,,,False,,,False,Springfield Estate,,,False,,,False,,False,,,Western Cape,,,False,False,springfield,,False,False,,,2026-08-02T12:49:10.613236+00:00,,,https://www.springfieldestate.com/,False,False,,,,,
Steenberg is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:33.174692+00:00,True,False,hemelval-research,,,,False,,False,Sauvignon Blanc; Catharina Red,1682,,,,False,,44da25c5-ad8e-42d3-9c35-b020256db947,,True,,,,,False,,,False,Steenberg,,,False,,,False,,False,,,Western Cape,,,False,False,steenberg,,False,False,,,2026-08-02T12:49:13.677789+00:00,,,https://www.steenbergfarm.com/,False,False,,,,,
"A cooperative brand producing reliable Stellenbosch wines for the mid-market. Their Cabernet Sauvignon represents the classic Stellenbosch style at an accessible price — cassis, cedar, and medium body.",False,,False,False,False,,False,,,2026-08-02T12:36:32.060007+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon,,,,,False,,d3b19cca-1074-46ea-b673-ff3e561dab27,,True,,,,,False,,,False,Stellenbosch Reserve,,,False,,,False,,False,,,Western Cape,,,False,False,stellenbosch-reserve,,False,False,,,2026-08-02T12:49:42.229725+00:00,,,,False,False,,,,,
"Stellenzicht is a historic estate that has been revived under new ownership. Located on the foothills of the Simonsberg, the property has a rich winemaking heritage dating back to the 17th century. Their revived range focuses on Shiraz and Pinotage from replanted vineyards.",False,,False,False,False,,False,,,2026-08-02T12:36:32.361019+00:00,True,False,hemelval-research,,,,False,,False,Shiraz; Pinotage,,,,,False,,21be0398-b2b1-43dc-883e-26e9e86149cf,,True,,,,,False,,,False,Stellenzicht,,,False,,,False,,False,,,Western Cape,,,False,False,stellenzicht,,False,False,,,2026-08-02T12:49:42.532782+00:00,,,https://www.stellenzicht.co.za/,False,False,,,,,
Strandveld is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:29:03.810704+00:00,True,False,hemelval-research,,,,False,,False,First Sighting Sauvignon Blanc,,,,,False,,1ecba956-0a57-4112-bf96-c4d7558c5fda,,True,,,,,False,,,False,Strandveld,,,False,,,False,,False,,,Western Cape,,,False,False,strandveld,,False,False,,,2026-08-02T12:49:33.96034+00:00,,,,False,False,,,,,
Testalonga is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:37.025514+00:00,True,False,hemelval-research,,,,False,,False,El Bandito Chenin; natural wines,,,,,False,,8abf5d25-505d-4f41-9517-5f3d05fda050,,True,,,,,False,,,False,Testalonga,,,False,,,False,,False,,,Western Cape,,,False,False,testalonga,,False,False,,,2026-08-02T12:49:17.034903+00:00,,,https://www.testalonga.com/,False,False,,,,,
Thelema Mountain Vineyards is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Bordeaux reds; Sauvignon Blanc,1983,,,,False,,1383aabc-f692-4642-a5fb-32734fa7ef2a,,True,,,,,False,,,False,Thelema Mountain Vineyards,,,False,,,False,,False,,,Western Cape,,,False,False,thelema,,False,False,,,2026-08-02T12:49:07.738214+00:00,,,https://www.thelema.co.za/,False,False,,,,,
Tokara is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:22.659602+00:00,True,False,hemelval-research,,,,False,,False,Director's Reserve; Zondernaam Sauvignon Blanc,,,,,False,,ec738b54-38fe-478e-b3f8-847ec41d769d,,True,,,,,False,,,False,Tokara,,,False,,,False,,False,,,Western Cape,,,False,False,tokara,,False,False,,,2026-08-02T12:49:25.355996+00:00,,,https://www.tokara.com/,False,False,,,,,
Van Loveren is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:36.108357+00:00,True,False,hemelval-research,,,,False,,False,Christina; River Red; value wines,1937,,,,False,,ae60459f-f0cc-4833-b6a4-3ce0f158bda5,,True,,,,,False,,,False,Van Loveren,,,False,,,False,,False,,,Western Cape,,,False,False,van-loveren,,False,False,,,2026-08-02T12:49:16.120071+00:00,,,https://www.vanloveren.co.za/,False,False,,,,,
